worker_id,average_monthly_income,income_volatility,working_days_per_month,gig_duration_months,completion_rate,cancellation_rate,platform_rating,existing_monthly_obligations,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,loan_repaid
1000,671.95,0.54,21,11,0.19,0.29,3.43,150.55,518.49,1185.84,1128.96,236.36,804.25,1588.29,1
1001,1925.89,0.618,17,11,0.061,0.304,2.89,196.8,1888.4,2407.23,1066.7,1430.21,2563.26,946.04,1
1002,826.92,0.386,13,14,0.212,0.231,2.99,68.39,908.99,592.85,1542.57,1158.42,756.4,620.23,1
1003,2393.52,0.193,20,20,0.649,0.146,3.92,443.76,2607.37,1846.49,2474.62,2038.99,2439.52,2068.87,1
1004,1414.62,0.274,21,17,0.498,0.088,3.38,325.6,1584.85,1147.91,1577.44,1573.58,2158.54,919.39,1
1005,872.51,0.338,25,21,0.622,0.11,4.06,150.04,1330.46,995.59,502.91,1131.5,851.86,374.04,1
1006,292.5,0.376,25,15,0.464,0.219,3.86,27.07,299.13,192.51,415.11,295.18,146.1,268.18,0
1007,8038.41,0.343,28,25,0.632,0.078,3.65,1381.98,4446.42,12325.18,6809.03,5654.03,9960.08,8437.92,1
1008,1298.99,0.446,19,18,0.255,0.156,4.29,158.46,365.96,1178.47,866.51,1261.94,1806.45,883.39,1
1009,226.51,0.474,21,18,0.314,0.195,3.22,51.72,402.17,301.73,192.45,75.16,243.1,175.37,0
1010,1389.04,0.353,14,26,0.619,0.12,3.68,369.52,1639.25,1693.28,2067.9,1149.14,466.88,2098.98,0
1011,3042.26,0.12,26,42,0.749,0.115,4.61,793.78,3117.76,3635.38,3212.58,2637.36,3512.77,3397.62,1
1012,634.69,0.506,13,10,0.218,0.147,3.74,113.24,778.76,494.15,349.4,619.63,708.46,551.68,1
1013,793.69,0.454,18,20,0.258,0.078,4.03,214.15,851.4,831.89,602.69,336.6,681.96,948.49,1
1014,1703.77,0.452,30,18,0.398,0.217,3.79,167.52,2037.65,623.65,2790.19,1768.07,2619.47,442.5,1
1015,4005.74,0.07,25,39,0.851,0.003,4.75,1292.37,3901.5,4034.6,3939.61,4322.71,3439.27,4081.18,1
1016,1366.45,0.348,17,16,0.548,0.102,3.48,133.74,1867.92,1908.22,1632.78,1934.67,1419.61,1336.79,1
1017,3440.82,0.369,21,18,0.498,0.036,4.08,60.53,2774.11,3719.61,4463.56,1858.8,2753.88,2965.54,1
1018,2404.29,0.409,17,15,0.3,0.246,3.97,695.41,1516.43,4677.49,0.0,1749.57,3870.97,2436.54,1
1019,672.64,0.626,11,5,0.0,0.288,3.63,82.86,0.0,891.55,1205.21,1031.83,774.95,618.37,0
1020,790.14,0.201,30,26,0.721,0.105,3.41,149.6,752.3,704.13,654.48,902.2,652.52,581.05,1
1021,1047.86,0.584,21,15,0.246,0.224,2.92,102.2,1823.01,1326.59,827.34,671.63,1743.96,2075.14,1
1022,1969.86,0.356,21,23,0.68,0.0,4.06,727.05,1648.74,942.38,3050.64,1628.3,243.32,2637.44,1
1023,1041.64,0.607,15,16,0.25,0.158,2.23,339.31,170.29,536.62,1956.22,1093.64,1362.68,796.52,1
1024,2353.63,0.244,21,31,0.623,0.092,4.25,714.85,2516.89,1656.02,2636.1,1302.75,1629.49,1344.44,1
1025,3002.6,0.276,27,20,0.601,0.082,4.34,561.69,2462.41,3015.96,3606.98,3438.46,2618.92,964.64,1
1026,1460.19,0.586,18,12,0.148,0.219,2.97,377.4,2785.65,1408.38,2297.42,2387.4,1254.15,3176.41,0
1027,642.47,0.466,6,15,0.271,0.215,3.3,112.92,964.19,1003.26,1070.63,525.97,914.95,590.48,1
1028,2519.66,0.369,30,26,0.573,0.177,3.37,679.74,1338.14,2427.55,3967.54,1200.25,4568.1,3228.98,1
1029,3570.3,0.591,16,9,0.0,0.196,2.85,525.37,3203.35,1454.79,3797.58,6551.2,0.0,1568.3,1
1030,400.25,0.559,17,10,0.105,0.243,2.89,122.79,231.13,749.42,235.14,449.39,500.19,331.42,0
1031,2025.54,0.4,24,20,0.396,0.207,3.38,289.92,1084.79,0.0,1818.7,2600.25,3810.93,1817.75,1
1032,4925.93,0.294,23,30,0.627,0.067,3.66,749.81,4845.01,4981.58,5109.95,3014.6,4097.05,5275.26,1
1033,757.31,0.355,23,22,0.622,0.105,3.65,108.05,977.57,815.89,743.02,402.65,586.37,781.5,0
1034,3012.51,0.215,21,33,0.658,0.129,4.03,588.63,2959.67,3005.86,2357.95,3280.3,3165.09,2416.12,1
1035,2360.3,0.376,15,26,0.504,0.144,4.47,351.55,1901.91,2804.44,2748.22,3272.89,3096.4,1531.98,1
1036,579.12,0.338,21,14,0.509,0.176,3.51,126.82,147.12,600.79,272.14,358.01,707.88,563.15,1
1037,2965.06,0.228,28,31,0.731,0.092,4.21,419.62,2514.62,3303.1,3022.83,2896.19,2722.39,1778.22,1
1038,830.63,0.567,14,9,0.074,0.236,3.07,202.06,1090.71,546.8,901.1,82.55,452.38,442.7,1
1039,1420.39,0.27,19,25,0.75,0.024,3.73,428.2,905.56,860.63,1464.6,1151.24,1925.31,1361.26,1
1040,1522.68,0.205,27,21,0.659,0.118,3.33,283.53,1923.82,1508.18,1788.91,1442.29,1280.42,1647.0,1
1041,2852.1,0.364,18,18,0.417,0.171,3.06,1019.53,2245.57,1785.31,3598.9,3360.09,860.75,4414.52,1
1042,901.09,0.588,15,4,0.107,0.194,2.71,243.48,1003.71,515.2,2078.43,0.0,131.24,648.72,0
1043,656.75,0.686,14,11,0.0,0.299,3.12,230.56,476.98,1179.88,423.58,1251.46,397.26,673.02,0
1044,906.97,0.409,18,14,0.209,0.281,3.89,158.81,471.12,1484.25,1010.47,843.78,1459.99,215.06,1
1045,825.36,0.435,12,11,0.39,0.139,2.85,38.86,983.34,1235.37,902.59,1289.8,398.97,945.5,0
1046,660.05,0.344,17,20,0.416,0.13,3.48,81.52,524.41,877.18,698.19,818.51,1005.22,453.8,0
1047,1019.01,0.408,20,14,0.482,0.111,3.1,134.17,672.72,1043.93,493.22,1373.3,1562.24,890.88,1
1048,1317.39,0.48,19,11,0.354,0.098,3.36,136.69,0.0,1959.39,569.15,2594.7,1459.79,1618.26,1
1049,1727.64,0.467,23,11,0.423,0.264,3.87,7.48,2779.14,2014.69,1732.86,1096.74,0.0,2145.5,1
1050,2709.77,0.546,24,9,0.188,0.201,3.13,709.88,2718.87,5591.08,378.23,2910.16,957.95,558.95,1
1051,1435.09,0.59,23,12,0.092,0.204,3.22,44.77,2372.26,657.54,1152.05,596.05,898.55,2114.28,0
1052,1214.26,0.313,24,28,0.436,0.105,4.41,308.8,1449.83,1469.74,968.31,1175.44,1871.64,1199.5,1
1053,917.58,0.165,22,25,0.916,0.022,4.29,325.6,1085.6,725.59,872.33,1026.93,831.15,1110.01,1
1054,1240.81,0.545,15,18,0.3,0.16,3.07,146.09,859.63,1699.16,2005.91,2002.53,718.56,2228.41,1
1055,1512.53,0.275,22,30,0.611,0.189,4.06,319.15,941.76,797.6,1064.08,1353.56,1590.85,2180.49,1
1056,1272.5,0.45,21,17,0.497,0.083,3.21,188.47,1709.0,577.97,1770.3,582.98,465.8,457.28,1
1057,2193.49,0.179,26,18,0.859,0.0,4.29,539.96,2244.61,1689.88,1969.18,2222.27,2183.82,2351.45,1
1058,2356.07,0.269,24,18,0.575,0.154,4.23,198.96,2060.05,2516.11,2072.5,1815.17,1849.2,1354.84,1
1059,1696.34,0.384,20,24,0.486,0.143,3.27,287.46,2179.52,1926.98,1999.21,1320.39,3444.89,2543.01,1
1060,1052.67,0.535,20,10,0.175,0.215,3.35,283.9,1226.18,2432.58,898.29,1430.94,535.94,1865.68,0
1061,761.66,0.542,22,6,0.099,0.273,3.23,134.12,1025.43,723.98,393.24,962.14,1558.37,1165.42,1
1062,1021.86,0.356,23,16,0.43,0.169,3.87,50.8,650.44,1302.5,887.34,1324.9,607.66,867.61,0
1063,1819.02,0.494,17,15,0.282,0.197,3.67,508.11,2696.84,1963.47,223.73,1516.22,2054.97,2307.71,1
1064,1182.07,0.191,19,28,0.601,0.05,4.26,90.22,1181.02,1337.97,1268.34,1410.41,1295.3,1057.09,1
1065,501.38,0.429,15,18,0.399,0.087,3.44,93.41,734.52,532.25,0.0,504.46,531.84,504.34,1
1066,2802.43,0.281,18,18,0.691,0.062,4.27,635.06,3565.47,3668.99,3502.24,2578.5,2865.79,2729.77,1
1067,875.82,0.321,22,35,0.598,0.066,3.5,166.05,1068.99,579.54,1048.99,566.55,1118.29,313.37,0
1068,1919.77,0.138,25,29,0.803,0.083,3.69,735.26,1890.38,1272.46,2343.32,1367.02,2030.15,1705.67,1
1069,1386.52,0.436,13,14,0.295,0.106,2.24,330.97,1815.56,1638.9,2705.9,440.9,1281.98,2759.58,1
1070,1319.5,0.33,18,24,0.553,0.109,3.7,216.15,1802.68,534.31,1726.55,1413.22,1026.13,1281.79,0
1071,336.56,0.324,21,21,0.458,0.147,3.5,76.81,402.8,479.76,268.07,237.49,318.47,354.05,1
1072,1430.17,0.369,15,15,0.406,0.167,3.74,281.45,1537.17,1140.68,2577.61,561.24,1336.11,1425.59,1
1073,3108.68,0.389,21,16,0.445,0.179,2.88,570.6,3968.87,1854.07,1665.93,2601.9,2869.7,2612.6,1
1074,1889.33,0.434,17,16,0.436,0.145,3.26,376.93,1458.18,4104.13,328.85,2118.79,1951.82,1918.94,1
1075,386.36,0.31,18,30,0.529,0.104,4.05,56.13,567.64,384.15,608.17,436.06,217.61,337.63,0
1076,5304.88,0.276,21,29,0.502,0.207,3.4,1045.23,2846.82,4997.8,6184.09,5262.69,3803.03,1968.26,1
1077,698.92,0.325,22,24,0.476,0.135,4.03,97.54,706.73,868.68,273.18,685.11,887.7,877.36,1
1078,925.72,0.098,21,30,0.941,0.106,4.14,26.2,889.08,999.33,803.38,877.12,722.59,1071.3,1
1079,2372.46,0.297,20,21,0.566,0.112,3.89,643.45,1921.58,3173.84,2760.29,2818.41,3214.58,1553.44,1
1080,1551.47,0.443,19,12,0.183,0.223,3.62,209.08,1761.04,636.18,954.11,1430.06,1167.69,1267.99,1
1081,1267.77,0.347,16,25,0.382,0.168,4.05,242.54,773.22,1503.34,948.69,1234.22,2001.35,1926.86,1
1082,589.67,0.53,10,9,0.223,0.226,3.31,70.27,1262.53,497.99,1204.53,914.18,973.08,348.47,1
1083,2211.95,0.483,12,21,0.259,0.184,3.2,268.93,768.13,1228.45,4505.85,3057.56,1862.34,2625.96,0
1084,1769.8,0.126,22,34,0.818,0.07,4.17,171.46,1557.6,1780.54,1802.54,1728.56,1719.9,2735.04,1
1085,515.73,0.289,16,20,0.679,0.177,4.17,131.96,359.66,245.4,493.27,466.92,753.53,610.1,1
1086,2515.94,0.395,17,12,0.365,0.231,3.16,692.33,2713.43,3434.15,3413.78,2182.82,3782.67,2584.42,1
1087,2503.79,0.082,30,28,0.967,0.081,4.26,455.88,2712.99,2443.86,2387.99,2087.02,2704.37,2685.6,1
1088,1669.71,0.558,11,11,0.138,0.168,3.1,228.86,2160.16,1224.48,0.0,2692.46,2736.56,2393.95,1
1089,1828.58,0.396,18,16,0.458,0.096,3.65,81.47,2894.4,1728.92,0.0,1332.86,1041.34,1349.18,0
1090,8857.48,0.174,30,28,0.816,0.077,3.8,2157.99,7582.01,8599.21,8744.01,10175.13,9174.01,6180.24,1
1091,1481.62,0.25,24,32,0.864,0.093,3.39,186.5,1725.2,1903.42,1807.72,1497.0,1196.76,1701.24,1
1092,1084.14,0.482,16,19,0.35,0.156,3.58,98.24,925.53,511.57,1092.51,1811.37,502.42,1472.85,1
1093,1759.78,0.479,17,10,0.387,0.138,3.83,320.88,1951.88,1437.88,2441.96,2205.73,1897.82,1509.21,1
1094,1091.5,0.375,20,20,0.323,0.259,2.84,167.29,1545.9,1002.74,1464.4,1465.34,921.88,1765.79,1
1095,2524.45,0.416,26,21,0.322,0.224,3.75,147.82,748.53,1406.64,3979.0,1903.11,2349.99,4040.6,1
1096,246.18,0.333,19,18,0.663,0.157,4.34,17.12,409.4,259.24,261.45,140.81,205.19,309.68,1
1097,1014.04,0.453,15,18,0.387,0.151,3.65,209.83,947.35,681.67,1140.71,1081.77,438.04,886.11,1
1098,986.07,0.45,13,13,0.468,0.127,3.4,125.77,272.45,362.32,969.72,134.51,1739.74,57.33,1
1099,1178.08,0.463,19,16,0.385,0.221,3.2,260.14,800.35,1464.97,1037.2,922.96,1263.03,1083.02,1
1100,739.73,0.288,15,26,0.628,0.1,3.89,141.82,761.5,1069.02,405.18,486.6,432.81,348.96,1
1101,2089.48,0.427,17,22,0.455,0.126,3.69,551.21,1471.29,2132.67,3134.83,1340.54,2251.79,0.0,1
1102,836.66,0.465,15,16,0.4,0.124,3.62,94.9,40.3,796.49,687.42,1068.3,1428.28,1088.32,0
1103,2223.57,0.173,27,30,0.823,0.039,4.14,441.64,2260.72,2175.81,2054.32,2426.96,2591.5,2673.46,1
1104,972.77,0.567,15,12,0.186,0.267,2.83,224.77,575.0,688.42,674.28,883.51,686.89,0.0,1
1105,1614.55,0.435,19,12,0.207,0.143,3.57,209.73,2071.46,2435.62,673.98,1839.1,1267.4,1434.53,0
1106,2827.57,0.338,14,22,0.496,0.178,4.01,763.94,1807.72,2917.35,2745.92,2311.45,1913.97,2810.88,1
1107,1276.08,0.525,18,10,0.179,0.19,3.43,59.59,2789.81,0.0,1621.74,2900.34,779.25,1080.36,1
1108,1834.25,0.366,14,20,0.279,0.19,3.66,207.94,2178.88,2638.71,1361.02,2036.1,1390.82,909.31,1
1109,1586.86,0.251,19,17,0.629,0.105,4.6,69.35,1665.11,1966.13,1999.44,1352.14,1003.05,2116.11,1
1110,1449.21,0.275,30,23,0.653,0.096,3.73,175.54,1697.18,1688.61,1302.61,1797.55,1272.53,911.64,1
1111,1427.76,0.351,24,20,0.545,0.119,4.24,239.34,515.84,48.3,660.46,2048.64,1599.96,451.92,1
1112,1226.75,0.347,20,24,0.662,0.082,3.55,302.42,1015.39,1225.5,1810.99,897.47,1050.67,642.19,1
1113,2305.86,0.462,30,6,0.434,0.133,3.94,386.41,4207.26,3258.61,2517.5,793.12,2537.65,2819.16,0
1114,1291.81,0.382,16,15,0.562,0.195,4.17,171.0,1133.68,1479.27,1718.24,688.96,2092.98,1159.83,1
1115,1079.6,0.285,26,22,0.54,0.136,3.78,60.52,1060.28,1142.67,1352.24,873.64,1643.93,842.8,1
1116,1131.53,0.28,15,32,0.517,0.135,4.61,93.76,983.74,1415.23,831.8,1114.34,1110.01,1298.69,1
1117,597.25,0.308,20,25,0.685,0.067,4.1,122.33,866.57,622.87,501.27,297.66,759.11,658.42,1
1118,740.44,0.596,11,6,0.228,0.193,2.82,185.49,632.54,1271.33,1196.64,555.96,666.94,0.0,1
1119,1484.14,0.31,21,16,0.669,0.071,3.67,217.37,907.46,1558.66,2329.56,1388.35,1259.39,1722.57,1
1120,5589.73,0.162,24,30,0.913,0.08,4.77,1547.69,7930.62,5664.33,5647.18,5884.62,4575.94,6661.98,1
1121,3399.84,0.286,20,28,0.479,0.113,4.33,353.61,2060.57,4269.05,2788.96,3995.72,3484.2,3279.86,1
1122,674.86,0.534,22,18,0.243,0.097,2.9,100.39,639.79,531.32,1280.68,819.46,1065.35,590.26,0
1123,1937.25,0.148,21,28,0.885,0.052,4.2,301.26,1695.12,1621.64,1757.01,2452.76,1570.68,2482.02,1
1124,1769.73,0.318,22,27,0.679,0.086,3.95,535.08,1375.06,1771.86,1954.78,2385.2,1608.23,1370.44,0
1125,1639.77,0.139,26,26,0.875,0.022,3.94,312.69,1398.71,1774.06,1542.47,1690.26,1563.5,1602.09,1
1126,880.45,0.471,12,11,0.383,0.22,4.41,31.81,656.36,1264.46,992.11,477.71,982.9,1017.8,1
1127,1351.34,0.193,20,41,0.797,0.0,4.36,346.12,1608.08,1594.22,1104.67,1175.1,1419.9,1363.98,1
1128,4356.6,0.35,20,15,0.429,0.241,3.74,1427.54,1459.91,4252.05,3786.0,2180.77,5174.8,3941.91,1
1129,1236.82,0.31,23,15,0.614,0.169,4.33,197.92,1719.52,1171.21,996.65,1295.53,1963.08,1270.98,1
1130,1707.53,0.456,24,10,0.23,0.181,3.29,184.81,2554.92,1246.53,2223.12,1965.52,1029.79,2929.05,1
1131,277.25,0.417,18,19,0.532,0.115,4.02,69.07,336.05,306.12,296.11,380.39,170.35,370.54,1
1132,2812.71,0.175,22,25,0.645,0.134,3.5,948.28,2874.95,2003.14,3246.92,2944.58,2934.74,2775.85,1
1133,3092.56,0.267,19,19,0.75,0.109,3.88,766.64,3320.65,3111.32,2411.72,3961.57,4290.33,2380.24,1
1134,801.79,0.31,22,21,0.55,0.101,4.21,40.22,1155.2,1509.31,750.04,1068.57,438.71,620.3,1
1135,959.01,0.356,18,22,0.451,0.076,4.33,230.52,363.64,446.15,1172.17,608.4,1072.02,1283.06,1
1136,1116.55,0.629,14,9,0.0,0.376,2.7,237.08,1627.05,1226.63,1719.29,752.91,975.22,0.0,0
1137,1217.55,0.507,18,16,0.164,0.277,3.14,126.17,756.55,1450.98,324.32,1210.73,1745.34,2702.28,1
1138,1790.91,0.416,21,18,0.339,0.193,3.8,507.02,2405.46,2167.84,2027.42,1265.41,2258.43,1767.25,1
1139,1025.15,0.392,17,16,0.361,0.189,3.35,220.48,778.36,636.36,698.06,927.28,1044.66,470.69,0
1140,3607.42,0.346,16,14,0.49,0.178,3.49,1028.83,4490.92,4251.84,4743.93,3983.96,4216.76,3834.87,1
1141,866.1,0.411,20,21,0.29,0.234,3.88,82.35,315.03,675.88,1528.21,822.3,631.83,581.15,1
1142,3310.89,0.565,5,12,0.204,0.115,3.03,701.59,144.29,640.06,0.0,3311.47,4808.01,2527.02,0
1143,3411.54,0.2,20,33,0.673,0.084,3.38,369.79,3334.39,4061.17,2963.92,2768.28,4357.72,2380.58,1
1144,1896.67,0.381,15,21,0.455,0.134,3.1,378.98,2933.15,2376.54,2087.12,2262.33,1968.99,1724.4,1
1145,720.01,0.464,23,15,0.1,0.237,3.42,214.69,899.34,396.79,718.72,864.89,583.59,10.2,0
1146,2110.27,0.461,17,21,0.576,0.164,2.87,139.04,2624.54,1581.72,3023.56,1369.15,1969.19,1527.23,1
1147,1621.59,0.535,16,21,0.315,0.102,3.37,114.29,2367.68,1118.52,1690.17,499.92,2306.54,904.03,1
1148,286.18,0.584,16,12,0.0,0.203,2.7,73.39,219.87,11.66,197.7,491.66,279.18,202.28,0
1149,409.76,0.599,14,13,0.106,0.21,3.9,73.29,559.65,596.88,159.35,838.8,115.34,222.21,0
1150,1258.53,0.577,15,11,0.14,0.243,4.18,344.46,837.49,1839.55,395.25,1429.02,1950.09,1283.2,0
1151,1157.79,0.507,19,14,0.296,0.238,3.1,133.63,973.35,962.43,721.53,945.35,580.52,1679.37,1
1152,937.95,0.381,18,19,0.404,0.251,3.75,172.67,870.12,927.9,736.05,1311.79,1089.62,1066.8,1
1153,2909.75,0.233,20,27,0.598,0.106,3.59,683.94,2539.52,2987.59,3170.19,3228.96,1643.12,3791.51,1
1154,735.92,0.401,16,13,0.441,0.201,3.64,144.84,716.41,808.11,689.62,673.68,767.87,588.66,0
1155,835.87,0.385,14,20,0.301,0.23,4.31,30.84,753.96,402.31,626.45,1147.33,813.89,940.34,1
1156,865.02,0.393,19,21,0.443,0.186,3.38,351.03,624.45,1031.07,521.91,589.79,196.32,988.8,1
1157,1947.57,0.33,21,14,0.579,0.124,3.61,383.64,1857.17,1191.8,1495.82,1503.43,2161.54,2688.0,1
1158,343.6,0.469,12,10,0.274,0.181,3.06,25.0,368.64,453.47,252.66,402.23,166.02,225.83,1
1159,1058.42,0.336,22,19,0.423,0.111,4.1,217.12,667.74,680.16,792.68,1099.0,1088.52,1338.62,1
1160,637.5,0.181,25,28,0.619,0.059,2.76,136.64,685.75,487.25,715.29,711.15,589.92,538.43,1
1161,1387.51,0.286,25,25,0.58,0.142,3.69,360.08,1191.3,1376.36,1931.22,1861.78,799.08,1161.0,1
1162,2251.33,0.305,21,24,0.533,0.134,3.75,572.23,2387.65,2216.6,1442.49,1183.62,1532.13,2004.67,1
1163,2078.15,0.469,21,14,0.337,0.165,3.27,338.51,1429.13,2179.36,3170.01,2116.15,1136.09,2520.23,1
1164,1174.12,0.321,29,25,0.581,0.158,4.17,49.59,1569.58,838.05,1435.09,1889.79,1543.95,764.91,1
1165,2268.78,0.215,21,29,0.778,0.065,4.61,492.12,2736.0,2367.89,2356.68,1977.27,2677.21,1805.7,1
1166,1442.25,0.167,19,26,0.744,0.038,3.68,70.1,1189.15,1513.88,1810.47,1269.86,1971.54,1286.67,1
1167,2965.85,0.249,15,21,0.754,0.068,4.83,822.19,3353.02,3825.52,2840.28,1313.21,2588.36,3001.58,1
1168,1315.01,0.507,25,10,0.271,0.243,2.86,159.62,2279.93,1438.46,1583.15,1382.9,952.02,690.37,1
1169,302.03,0.32,28,23,0.707,0.042,4.37,69.71,210.45,244.14,313.98,358.1,315.05,327.52,0
1170,2066.1,0.375,16,21,0.477,0.161,3.72,263.44,1393.65,1023.66,2104.29,2513.81,1791.17,1789.18,1
1171,1351.22,0.047,21,47,1.0,0.017,4.18,190.03,1397.96,1253.93,1380.4,1285.29,1314.18,1393.05,1
1172,1191.99,0.335,19,18,0.645,0.071,3.66,138.18,669.95,1320.97,1210.52,1188.51,1213.72,1217.12,1
1173,1630.78,0.452,23,19,0.284,0.184,3.39,386.96,1057.09,2216.05,1974.71,1794.25,2149.94,2923.6,1
1174,649.55,0.195,18,26,0.719,0.012,4.25,84.63,520.71,536.51,564.5,656.17,381.35,664.94,1
1175,1239.65,0.294,13,23,0.541,0.14,3.53,299.35,1512.32,1332.76,1006.7,840.28,1030.92,795.2,1
1176,1601.2,0.594,24,9,0.068,0.185,2.94,211.97,942.43,1435.45,959.62,1674.75,266.59,1398.78,1
1177,1961.61,0.292,22,23,0.621,0.168,3.61,316.77,1798.59,2373.04,1752.66,1495.03,1873.5,1973.72,1
1178,1119.23,0.302,23,21,0.543,0.13,3.4,204.65,866.64,1411.57,1461.26,487.38,1265.26,812.51,0
1179,3290.34,0.15,23,38,0.91,0.014,3.94,632.75,3855.48,2175.23,3062.91,3625.59,3839.95,4036.85,1
1180,637.94,0.521,19,13,0.226,0.271,2.87,67.66,352.56,980.69,854.61,684.44,493.91,535.02,1
1181,786.45,0.351,14,21,0.533,0.085,3.53,185.84,398.27,856.0,859.66,949.68,815.76,608.67,1
1182,1012.15,0.466,15,17,0.258,0.168,3.68,160.22,329.29,761.36,803.81,759.9,218.22,1097.83,1
1183,1263.42,0.525,17,15,0.254,0.115,3.31,282.39,1723.3,929.63,2131.38,1678.8,692.94,662.62,1
1184,714.85,0.428,9,12,0.357,0.246,4.26,127.74,949.04,724.55,939.94,1027.41,778.19,1010.35,1
1185,3409.88,0.23,21,31,0.829,0.156,3.22,773.76,4390.91,3014.07,3411.28,4788.04,2342.07,4011.24,1
1186,1564.93,0.391,18,27,0.556,0.047,3.9,230.19,792.51,990.96,1515.23,2063.46,2322.67,1644.94,1
1187,1850.04,0.161,22,25,0.838,0.02,4.27,216.14,1781.16,1639.18,1877.97,1964.68,2006.01,2026.28,1
1188,1114.32,0.545,14,8,0.152,0.235,3.57,238.63,2587.14,483.18,186.24,277.05,565.45,811.14,0
1189,2248.11,0.191,18,31,0.81,0.042,4.29,315.86,2118.12,2827.08,1893.41,2202.3,1610.83,1602.0,1
1190,1715.94,0.184,16,34,0.828,0.062,4.21,509.13,1538.18,1733.58,1861.88,1267.06,1488.99,1613.21,1
1191,413.72,0.406,19,11,0.37,0.172,3.53,76.71,410.19,791.67,148.15,276.33,262.84,329.58,0
1192,3414.56,0.154,22,37,0.825,0.084,3.99,239.39,3694.13,3610.32,3020.15,4445.94,2772.53,2340.19,1
1193,1143.16,0.474,13,21,0.25,0.159,3.84,152.23,1421.15,1462.13,930.54,589.05,381.18,570.19,1
1194,2449.28,0.254,22,28,0.57,0.137,3.25,245.06,2067.38,1789.44,4254.05,993.24,2306.07,1684.54,1
1195,1270.54,0.227,21,20,0.752,0.026,4.39,337.75,1101.83,1207.61,1464.84,1505.05,1481.71,966.64,0
1196,476.18,0.315,19,34,0.633,0.091,3.86,115.18,431.72,487.08,640.75,375.24,369.54,676.13,1
1197,192.63,0.557,8,5,0.198,0.134,3.05,33.73,114.34,124.3,106.29,274.99,240.34,247.53,0
1198,763.62,0.498,21,16,0.463,0.134,3.46,155.17,294.16,586.9,901.28,318.73,639.01,1130.51,1
1199,1612.62,0.347,15,26,0.495,0.118,3.63,278.96,2623.04,1847.43,628.9,1374.59,1954.83,1897.42,1
1200,3565.3,0.211,22,45,0.621,0.162,4.54,887.16,3259.15,3896.16,3316.56,4465.04,2973.58,4380.12,1
1201,1172.96,0.517,14,13,0.253,0.204,4.6,259.91,960.54,362.12,1479.45,371.17,1343.37,1189.29,1
1202,859.3,0.275,21,24,0.726,0.095,4.56,202.79,784.03,926.24,524.89,819.37,887.64,1216.86,1
1203,1341.15,0.098,29,35,0.845,0.058,4.11,220.82,1330.58,1413.77,1392.78,1379.41,1520.05,1179.45,1
1204,3842.76,0.272,24,23,0.69,0.0,4.23,497.54,4296.4,3226.85,4339.5,3092.29,4425.76,3772.08,1
1205,482.54,0.654,20,10,0.053,0.157,3.34,112.53,335.73,264.18,292.39,558.9,563.33,159.09,1
1206,6728.66,0.169,25,26,0.791,0.056,3.89,2046.23,8027.61,7231.97,5776.92,6746.5,5052.88,8144.29,1
1207,3959.77,0.476,20,17,0.326,0.202,3.01,1063.12,5087.43,0.0,2610.61,4968.08,2968.99,4751.62,1
1208,3711.02,0.448,12,22,0.521,0.128,3.59,1137.55,3393.66,3714.49,3134.23,6773.64,2380.38,5683.89,1
1209,2186.52,0.173,22,45,0.921,0.0,4.54,421.92,1934.88,2803.87,2066.87,3196.99,1875.96,1656.41,0
1210,917.75,0.473,17,14,0.287,0.186,2.76,93.98,1388.99,0.0,1139.1,1119.0,924.48,656.07,1
1211,1413.32,0.587,21,9,0.117,0.224,2.88,154.77,1278.85,2096.19,969.84,1321.71,1613.17,0.0,1
1212,2297.88,0.335,18,25,0.393,0.211,3.99,667.23,1339.93,2717.54,3532.84,2637.75,2513.67,2576.36,1
1213,1337.06,0.174,25,34,1.0,0.056,4.39,41.51,1575.18,1001.68,1709.0,1282.9,1631.24,1237.21,1
1214,692.66,0.386,20,15,0.497,0.118,4.19,208.06,498.57,831.74,755.77,268.48,821.87,894.56,0
1215,1406.09,0.324,25,14,0.627,0.111,3.29,164.5,1802.05,1862.65,1248.97,1384.85,846.3,1420.53,1
1216,895.01,0.293,20,18,0.338,0.199,4.72,298.82,235.51,586.38,755.13,1178.86,948.14,336.26,1
1217,3370.75,0.331,24,22,0.542,0.156,3.19,587.7,2959.44,2581.71,3724.16,1736.54,4022.74,1518.27,1
1218,696.01,0.421,12,14,0.358,0.263,2.74,165.51,1035.57,703.65,839.95,407.78,1065.5,720.13,0
1219,1150.9,0.409,13,24,0.491,0.146,3.63,426.76,1153.31,1610.58,1056.39,877.28,1078.4,1369.87,1
1220,1940.02,0.339,11,16,0.517,0.199,3.38,297.96,2333.79,1583.79,1681.21,2185.15,1844.92,480.98,1
1221,2565.06,0.562,20,17,0.199,0.162,3.31,390.52,1264.23,2504.35,3073.81,5993.34,4121.12,2444.66,1
1222,2048.6,0.254,25,26,0.777,0.044,4.06,254.87,2229.43,1702.81,2084.5,1627.7,2141.47,1519.48,1
1223,1606.16,0.479,21,15,0.22,0.108,3.34,160.39,1609.05,1625.05,1166.16,1676.31,376.88,752.33,1
1224,997.65,0.064,22,28,0.884,0.057,4.06,153.25,1013.15,1064.33,1004.85,998.02,882.17,955.93,1
